brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
魏牌,蓝山DHT-PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d81ba06d1efb4049a67bd2fd3b4e7f03~tplv-resize:640:0.png,5023,"[27.38, 30.88]",长城汽车,118,中大型SUV,插电式混合动力,2023.04,5年或15万公里
大众,高尔夫,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/4fc088b811b34649b7293e1446212e1f~tplv-resize:640:0.png,4974,"[11.88, 21.88]",一汽-大众,119,紧凑型车,汽油,2023.04,3年或10万公里
日产,逍客,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/74a5e843ff5340aea475757a258d43bb~tplv-resize:640:0.png,4955,"[11.19, 17.49]",东风日产,120,紧凑型SUV,汽油,2023.08,3年或10万公里
宝马,宝马i3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9ec42e56919241d7810481cc6fa5a1d4~tplv-resize:640:0.png,4952,"[24.79, 30.79]",华晨宝马,121,中型车,纯电动,2023.02,3年或10万公里
哈弗,哈弗M6,https://p9-dcd.byteimg.com/img/motor-img/3318a942828459ec7ce8bd81f8e187d9~tplv-resize:640:0.png,4935,"[6.39, 8.49]",长城汽车,122,紧凑型SUV,汽油,2023.03,3年或10万公里
广汽传祺,传祺GS3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a3e0987f48e44deb8709e776e4131cd7~tplv-resize:640:0.png,4757,"[7.88, 10.48]",广汽乘用车,123,小型SUV,汽油,2023.03,3年或10万公里
奥迪,奥迪Q3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cec6f6ed88e64f038b81185e048ebf8a~tplv-resize:640:0.png,4717,"[20.35, 30.23]",一汽-大众奥迪,124,紧凑型SUV,汽油,2023.08,3年或10万公里
捷途,捷途大圣,https://p3-dcd.byteimg.com/img/motor-img/5ba123b24bd9a5f043a996a09501b6dd~tplv-resize:640:0.png,4699,"[8.89, 13.09]",奇瑞汽车,125,紧凑型SUV,汽油,2023.04,4年或10万公里
深蓝汽车,深蓝SL03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d4b926b898314e86887526ebdecd437b~tplv-resize:640:0.png,4698,"[14.59, 67.79]",深蓝汽车,126,中型车,增程式,2023.08,3年或12万公里
长安欧尚,长安欧尚Z6 iDD新能源,https://p9-dcd.byteimg.com/img/motor-img/a7724c5a79ddb299bbaa1db47a3d72a3~tplv-resize:640:0.png,4649,"[12.98, 14.58]",长安汽车,127,紧凑型SUV,插电式混合动力,2023.06,3年或12万公里
比亚迪,护卫舰 07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/25da945746f842dbac9e8ec9d481fb6e~tplv-resize:640:0.png,4604,"[19.38, 28.08]",比亚迪,128,中型SUV,插电式混合动力,2022.12,6年或15万公里
奇瑞,瑞虎7,https://p3-dcd.byteimg.com/img/motor-img/91d1a9696ea68fc6427247e5dd2d5ef1~tplv-resize:640:0.png,4584,"[7.09, 14.09]",奇瑞汽车,129,紧凑型SUV,汽油,2023.07,3年或10万公里
大众,途昂,https://p9-dcd.byteimg.com/img/motor-img/10e227cb6150184e8a7177c3ede5ea06~tplv-resize:640:0.png,4518,"[25.5, 36.5]",上汽大众,130,中大型SUV,汽油,2023.05,3年或10万公里
奇瑞,瑞虎9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b902804d7fc84f5e9ca12ac0d2ff0e27~tplv-resize:640:0.png,4448,"[14.59, 20.29]",奇瑞汽车,131,中型SUV,汽油,2023.05,3年或10万公里
五菱汽车,五菱佳辰,https://p3-dcd.byteimg.com/img/motor-img/1d111f4c68dbfde0d1fd3c455a3a2db7~tplv-resize:640:0.png,4391,"[6.48, 11.18]",上汽通用五菱,132,紧凑型MPV,油电混合,2023.06,3年或10万公里
长安,逸达,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2ea2939fb4784bddab23b2d6d5d940ef~tplv-resize:640:0.png,4359,"[7.59, 10.19]",长安汽车,133,紧凑型车,汽油,2023.08,3年或10万公里
本田,飞度,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b904c6bfc5094657bbcad15af499fd16~tplv-resize:640:0.png,4346,"[7.18, 9.88]",广汽本田,134,小型车,汽油,2023.04,3年或10万公里
名爵,MG7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0f952ca6faf46b1bb0fc809ab964a49~tplv-resize:640:0.png,4258,"[11.98, 16.98]",上汽集团,135,中型车,汽油,2023.03,3年或10万公里
小鹏汽车,小鹏P7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/008ce8adb1ad4b24acfb8fade865172a~tplv-resize:640:0.png,4241,"[20.99, 33.99]",小鹏汽车,136,中型车,纯电动,2023.07,5年或12万公里
本田,本田HR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/24baeca15ca34c83a4e9ceaf09de58ea~tplv-resize:640:0.png,4137,"[13.99, 20.89]",东风本田,137,紧凑型SUV,汽油,2023.04,3年或10万公里
比亚迪,海豹,https://p9-dcd.byteimg.com/img/motor-img/d7ab3d316e19b29973be27d746df2fa9~tplv-resize:640:0.png,4100,"[18.78, 27.98]",比亚迪,138,中型车,纯电动,2023.05,6年或15万公里
蔚来,蔚来ET5T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a03cf015743343d0aa5a45c8b02551c9~tplv-resize:640:0.png,4083,"[29.8, 35.6]",蔚来,139,中型车,纯电动,2023.06,3年或12万公里
奔驰,奔驰A级,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/45e55189774340fea75f1e9e1478e5dd~tplv-resize:640:0.png,4018,"[13.48, 19.22]",北京奔驰,140,紧凑型车,汽油,2023.05,3年不限公里
丰田,格瑞维亚,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dc353aa6c1ef46eda1ea28f39304c725~tplv-resize:640:0.png,3980,"[30.58, 40.58]",一汽丰田,141,中大型MPV,油电混合,2023.04,4年或10万公里
别克,别克E5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/433e3405bbac450d83a939bd75ae6c16~tplv-resize:640:0.png,3961,"[20.88, 27.88]",上汽通用别克,142,中大型SUV,纯电动,2023.04,3年或10万公里
广汽传祺,影豹,https://p9-dcd.byteimg.com/img/motor-img/d0be756edf1c5cf4c9e6552497309e85~tplv-resize:640:0.png,3942,"[8.73, 15.6]",广汽乘用车,143,紧凑型车,汽油,2023.03,3年或10万公里
五菱汽车,五菱星驰,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8aeb5f1c39fe4c509540e272edfac572~tplv-resize:640:0.png,3921,"[4.98, 8.18]",上汽通用五菱,144,小型SUV,汽油,2023.04,3年或10万公里
极氪,ZEEKR X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b3e8c7c8d4fd4798ab22d69c9b0d69cc~tplv-resize:640:0.png,3833,"[18.98, 22.18]",极氪,145,紧凑型SUV,纯电动,2023.04,4年或10万公里
江淮汽车,江淮A5 PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e5430a14461b4eb6abff5a4265b9dd3a~tplv-resize:640:0.png,3818,"[6.58, 10.98]",江汽集团,146,紧凑型车,汽油,2023.06,3年或10万公里
奇瑞,艾瑞泽5,https://p9-dcd.byteimg.com/img/motor-img/a4c753434bd38b47eaed7b395745b750~tplv-resize:640:0.png,3763,"[5.39, 8.08]",奇瑞汽车,147,紧凑型车,汽油,2023.09,3年或10万公里
五菱汽车,五菱星辰,https://p3-dcd.byteimg.com/img/motor-img/ef2d3df828e04fead57e3c86279360bd~tplv-resize:640:0.png,3759,"[6.18, 9.58]",上汽通用五菱,148,紧凑型SUV,油电混合,2022.08,3年或10万公里
沃尔沃,沃尔沃S90,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/29edd1a1863d4861850a5e55c29532e8~tplv-resize:640:0.png,3690,"[30.69, 40.59]",沃尔沃亚太,149,中大型车,48V轻混系统,2023.06,3年不限公里
大众,大众CC,https://p3-dcd.byteimg.com/img/motor-img/bc1a1cfcace04020b804932bd5c78749~tplv-resize:640:0.png,3685,"[20.19, 25.19]",一汽-大众,150,中型车,汽油,2022.09,3年或10万公里
哪吒汽车,哪吒U,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a1d7a3c0d7394709bc0cd788e6c348a3~tplv-resize:640:0.png,3617,"[11.88, 20.68]",合众汽车,151,紧凑型SUV,纯电动,2023.07,4年或12万公里
本田,奥德赛,https://p3-dcd.byteimg.com/img/motor-img/24513d34201d404f3499988efef33589~tplv-resize:640:0.png,3525,"[20.78, 41.18]",广汽本田,152,中型MPV,油电混合,2023.06,3年或10万公里
凯迪拉克,凯迪拉克XT5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/34121f151dfa4523a4d827d0d3ea7a3e~tplv-resize:640:0.png,3482,"[27.27, 36.27]",上汽通用凯迪拉克,153,中型SUV,48V轻混系统,2022.11,3年不限公里
东风风神,东风风神E70,https://p3-dcd.byteimg.com/img/motor-img/3645e5106165def002a7ab1f2300c71c~tplv-resize:640:0.png,3463,"[14.28, 14.98]",东风乘用车,154,紧凑型车,纯电动,2023.03,3年或30万公里
东风风神,奕炫,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f2597be887af41fdb6174c3200a98d2c~tplv-resize:640:0.png,3454,"[5.89, 9.39]",东风乘用车,155,紧凑型车,汽油,2022.10,3年或10万公里
大众,Polo,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a6ee19f8cb8b4ad8bab7f2b3cb0e4fa1~tplv-resize:640:0.png,3442,"[7.89, 11.29]",上汽大众,156,小型车,汽油,2023.05,3年或10万公里
荣威,荣威i5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/3deaa243484f4c34a254b5c212a8ad7a~tplv-resize:640:0.png,3439,"[5.39, 8.79]",上汽集团,157,紧凑型车,汽油,2023.07,4年或15万公里
长安欧尚,长安欧尚X7 PLUS,https://p9-dcd.byteimg.com/img/motor-img/1493c42d1daebbe8b3e6e7ff2b0af4fc~tplv-resize:640:0.png,3356,"[7.49, 12.19]",长安汽车,158,紧凑型SUV,汽油,2023.04,3年或10万公里
吉利几何,吉利几何E萤火虫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ab171bed6a464941a57445172e7bf752~tplv-resize:640:0.png,3297,"[6.98, 10.38]",吉利几何,159,小型SUV,纯电动,2023.08,4年或10万公里
广汽传祺,影酷,https://p3-dcd.byteimg.com/img/motor-img/fb916563d977a0dcf0ca3a200e4eda73~tplv-resize:640:0.png,3265,"[10.58, 14.88]",广汽乘用车,160,紧凑型SUV,汽油,2022.09,3年或10万公里
五菱汽车,五菱荣光,https://p9-dcd.byteimg.com/img/motor-img/efe0d84f810fe914c7149c51a6c1658e~tplv-resize:640:0.png,3262,"[3.91, 4.67]",上汽通用五菱,161,微面,汽油,2023.04,3年或6万公里
丰田,皇冠陆放,https://p9-dcd.byteimg.com/img/motor-img/7a7143dba294bfc49ff39a154e4b9ad5~tplv-resize:640:0.png,3232,"[25.28, 32.78]",一汽丰田,162,中型SUV,油电混合,2023.03,3年或10万公里
广汽传祺,传祺GS8,https://p3-dcd.byteimg.com/img/motor-img/bef1e4e3b0a6fa8de3a3887dcaaad449~tplv-resize:640:0.png,3085,"[17.28, 25.18]",广汽乘用车,163,中型SUV,汽油,2023.06,5年或15万公里
荣威,CLEVER,https://p9-dcd.byteimg.com/img/motor-img/0df783917aab490ada07cd607aa9dedf~tplv-resize:640:0.png,3069,"[5.99, 5.99]",上汽集团,164,微型车,纯电动,2022.03,3年或10万公里
坦克,坦克500 Hi4-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7fbd823a6e444011b0b69c2a19c6fcb1~tplv-resize:640:0.png,3036,"[33.5, 33.5]",长城汽车,165,中大型SUV,插电式混合动力,2023.06,5年或15万公里
吉利汽车,缤瑞,https://p3-dcd.byteimg.com/img/motor-img/9125fbf12f1de7a3fe03d9a1c7857412~tplv-resize:640:0.png,3025,"[8.18, 9.98]",吉利汽车,166,紧凑型车,汽油,2023.08,4年或10万公里
大众,揽巡,https://p9-dcd.byteimg.com/img/motor-img/1047df2d28b7fbef21af83a75d95ed1c~tplv-resize:640:0.png,2982,"[24.69, 27.79]",一汽-大众,167,中大型SUV,汽油,2022.11,3年或10万公里
捷达,捷达VA3,https://p9-dcd.byteimg.com/img/motor-img/f79702d9c2dbaebafe617f329a66b999~tplv-resize:640:0.png,2976,"[6.38, 9.08]",一汽-大众捷达,168,紧凑型车,汽油,2021.05,3年或10万公里
别克,君越,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d46a7ee58b8a41ac8a6872614bd23172~tplv-resize:640:0.png,2969,"[16.49, 24.28]",上汽通用别克,169,中型车,汽油,2023.05,3年或10万公里
蔚来,蔚来ET5,https://p3-dcd.byteimg.com/img/motor-img/6b3472130dfd56454f65df80d9f461f6~tplv-resize:640:0.png,2882,"[29.8, 35.6]",蔚来,170,中型车,纯电动,2021.12,3年或12万公里
本田,缤智,https://p9-dcd.byteimg.com/img/motor-img/8667f54bc5d28b9ee06bf37dc60cc85f~tplv-resize:640:0.png,2856,"[10.99, 12.99]",广汽本田,171,小型SUV,汽油,2022.11,3年或10万公里
现代,MUFASA 沐飒,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9a061f5bb7f34cd0bbe9d129c1e7a1b1~tplv-resize:640:0.png,2789,"[11.18, 15.78]",北京现代,172,紧凑型SUV,汽油,2023.06,可选：5年或10万公里/7年或7万公里/3年或15万公里
思皓,思皓X8 PLUS,https://p9-dcd.byteimg.com/img/motor-img/db8e7f2ecfe07c9dc3ee5b0fb36acc30~tplv-resize:640:0.png,2765,"[9.68, 17.68]",江汽集团,173,中型SUV,汽油,2023.04,3年或10万公里
福特,锐界,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cad5d4e17ca14279b93666d6e3164c3d~tplv-resize:640:0.png,2700,"[22.59, 30.59]",长安福特,174,中型SUV,汽油,2023.04,3年或10万公里
大众,揽境,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e14ccc42e68c4f239d6be4af52e2995f~tplv-resize:640:0.png,2683,"[25.99, 36.79]",一汽-大众,175,中大型SUV,汽油,2023.04,3年或10万公里
宝马,宝马iX3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/39eb11e1ba734c17b6a5b4c9762123ff~tplv-resize:640:0.png,2652,"[29.19, 33.7]",华晨宝马,176,中型SUV,纯电动,2023.02,3年或10万公里
名爵,MG5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d6a56e2049ac4b208d49d4f02f2916c3~tplv-resize:640:0.png,2648,"[5.79, 9.49]",上汽集团,177,紧凑型车,汽油,2023.05,3年或10万公里
大众,ID.4 CROZZ,https://p9-dcd.byteimg.com/img/motor-img/7e2fd510a9feb583b38a4ae9def165f9~tplv-resize:640:0.png,2646,"[14.59, 25.04]",一汽-大众,178,紧凑型SUV,纯电动,2023.09,3年或10万公里
长安,长安UNI-V 智电iDD,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6ac66805601f4925995bbfd2f85e2af4~tplv-resize:640:0.png,2617,"[9.49, 10.99]",长安汽车,179,紧凑型车,插电式混合动力,2023.02,3年或12万公里
奔腾,奔腾B70,https://p9-dcd.byteimg.com/img/motor-img/bf1dd6769e7afb09fd5c2b0a3cdf2bbd~tplv-resize:640:0.png,2607,"[9.69, 14.29]",一汽奔腾,180,中型车,汽油,2023.07,3年或10万公里
捷途,捷途X90,https://p3-dcd.byteimg.com/img/motor-img/db9398d99c107b4ee74543a8fa39cc8a~tplv-resize:640:0.png,2581,"[7.69, 16.69]",奇瑞汽车,181,中型SUV,汽油,2022.11,4年或10万公里
奇瑞新能源,小蚂蚁,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c582d200e0fe44c7b1b5f3b6134c8849~tplv-resize:640:0.png,2320,"[6.4999, 9.4]",奇瑞新能源,191,微型车,纯电动,2023.03,3年或12万公里
福特,锐际,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e85d383a99d24b91b83a3b4e46f711fe~tplv-resize:640:0.png,2320,"[13.98, 19.18]",长安福特,192,紧凑型SUV,汽油,2023.08,3年或10万公里
奥迪,奥迪Q4 e-tron,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1a4aff7cb585445d897494310ccaaaad~tplv-resize:640:0.png,2301,"[23.47, 30.17]",一汽-大众奥迪,193,紧凑型SUV,纯电动,2023.03,3年或10万公里
宝骏,悦也,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/89571c98d16249bfa17a9e614ecedea0~tplv-resize:640:0.png,2257,"[7.98, 8.98]",上汽通用五菱,194,小型SUV,纯电动,2023.05,3年或10万公里
奔腾,奔腾NAT,https://p3-dcd.byteimg.com/img/motor-img/86e59b68321279091b353bb89ec0d411~tplv-resize:640:0.png,2251,"[14.78, 16.48]",一汽奔腾,195,紧凑型MPV,纯电动,2023.02,3年或30万公里
荣威,荣威RX5,https://p3-dcd.byteimg.com/img/motor-img/50e4ec0931df36a7ac8c841a023e5a60~tplv-resize:640:0.png,2248,"[8.19, 14.09]",上汽集团,196,紧凑型SUV,汽油,2022.08,3年或10万公里
AITO,问界M5,https://p3-dcd.byteimg.com/img/motor-img/87fe46f305be3e4a5b66508782f24e81~tplv-resize:640:0.png,2234,"[24.98, 33.18]",赛力斯汽车,197,中型SUV,增程式,2023.07,4年或10万公里
哈弗,哈弗二代大狗PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d11ce6a2cca84e77aa13a17c6b3e461e~tplv-resize:640:0.png,2200,"[15.98, 17.28]",长城汽车,198,中型SUV,插电式混合动力,2023.02,6年或15万公里
比亚迪,秦EV,https://p3-dcd.byteimg.com/img/motor-img/1c7a3356986a77510a0b53855fb5a868~tplv-resize:640:0.png,2196,"[15.58, 16.98]",比亚迪,199,紧凑型车,纯电动,2021.05,6年或60万公里
启辰,启辰大V DD-i超混动,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d1e245dc33446edb0cd4bd7bd7ae3c0~tplv-resize:640:0.png,2121,"[11.89, 14.99]",东风日产启辰,200,紧凑型SUV,插电式混合动力,2023.07,6年或15万公里
捷达,捷达VS7,https://p3-dcd.byteimg.com/img/motor-img/a9fccec0fd194cfcb6c2cbfe78397a4e~tplv-resize:640:0.png,2121,"[9.28, 13.48]",一汽-大众捷达,201,中型SUV,汽油,2023.05,3年或10万公里
沃尔沃,沃尔沃S60,https://p9-dcd.byteimg.com/img/motor-img/917e910a69010277adf7b04033758613~tplv-resize:640:0.png,2121,"[22.59, 31.39]",沃尔沃亚太,202,中型车,48V轻混系统,2023.07,3年不限公里
零跑汽车,零跑C01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/29eebc897a7e48b7843ad9a59acb896b~tplv-resize:640:0.png,2110,"[14.58, 28.68]",零跑汽车,203,中大型车,纯电动,2023.03,4年或12万公里
吉利几何,吉利几何A,https://p9-dcd.byteimg.com/img/motor-img/ef638ed8ed491bd5bb2a12337d91faa9~tplv-resize:640:0.png,2106,"[11.68, 19.78]",吉利几何,204,紧凑型车,纯电动,2023.08,4年或15万公里
本田,冠道,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fc979e09cc8f450c9a1dceb57d57ec05~tplv-resize:640:0.png,2105,"[19.68, 30.48]",广汽本田,205,中型SUV,汽油,2023.08,3年或10万公里
奇瑞,瑞虎3x,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/824cad6766644142b83d4b33b9a3e824~tplv-resize:640:0.png,2091,"[4.49, 8.29]",奇瑞汽车,206,小型SUV,汽油,2023.06,3年或10万公里
红旗,红旗HS3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/130d0777d22c4e7aba7791c0ee645462~tplv-resize:640:0.png,2089,"[12.58, 17.58]",一汽红旗,207,紧凑型SUV,汽油,2023.07,4年或10万公里
东风风行,菱智,https://p3-dcd.byteimg.com/img/motor-img/addcb3d06ecfde97f3241a30a222c2c2~tplv-resize:640:0.png,2080,"[5.69, 9.99]",东风风行,208,中型MPV,汽油,2023.09,5年或10万公里
零跑汽车,零跑T03,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b895dcce4a1f4c22ac2890b5eeac8323~tplv-resize:640:0.png,2056,"[4.99, 9.65]",零跑汽车,209,微型车,纯电动,2023.03,3年或12万公里
福特,探险者,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/31302546ff654c8cb31296e9b85fe510~tplv-resize:640:0.png,2041,"[30.98, 39.98]",长安福特,210,中大型SUV,汽油,2022.09,3年或10万公里
东风纳米,纳米BOX,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/49485a6aaae1402388ea2f897d97f5a7~tplv-resize:640:0.png,2002,"[4.87, 7.37]",东风汽车,211,小型SUV,纯电动,2023.04,3年或6万公里
丰田,凌放HARRIER,https://p9-dcd.byteimg.com/img/motor-img/b797413d40370e0efc7a2dfa9b5e9cf7~tplv-resize:640:0.png,1993,"[18.18, 26.88]",一汽丰田,212,中型SUV,汽油,2023.05,3年或10万公里
领克,领克01,https://p3-dcd.byteimg.com/img/motor-img/d05b5b5b5508aec61dd06347a6389346~tplv-resize:640:0.png,1981,"[14.99, 19.68]",领克,213,紧凑型SUV,油电混合,2022.07,4年或10万公里
东风风神,皓极,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fff010151b7542bca158886913117791~tplv-resize:640:0.png,1959,"[12.19, 14.29]",东风乘用车,214,紧凑型SUV,汽油,2022.07,3年或10万公里
宝马,宝马1系,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/59e313fe48b24e95a6e56c37ae288f4c~tplv-resize:640:0.png,1956,"[12.59, 16.69]",华晨宝马,215,紧凑型车,汽油,2022.12,3年或10万公里
吉利汽车,豪越L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e4480726cdbc47de8251a9bbab191b7e~tplv-resize:640:0.png,1947,"[11.99, 13.99]",吉利汽车,216,中型SUV,汽油,2022.12,4年或10万公里
吉利汽车,吉利ICON,https://p9-dcd.byteimg.com/img/motor-img/1c4d6a1078cf0ab10fec8126528059d4~tplv-resize:640:0.png,1906,"[10.19, 12.19]",吉利汽车,217,小型SUV,汽油,2022.08,4年或10万公里
埃安,AION V,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/095f566cce6b433386168deed118871d~tplv-resize:640:0.png,1893,"[15.99, 25.98]",广汽埃安新能源,218,紧凑型SUV,纯电动,2023.06,4年或15万公里
长安,锐程PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ffd282fde3cc4741b5ed6b8bbaa969ab~tplv-resize:640:0.png,1853,"[8.49, 10.79]",长安汽车,221,紧凑型车,汽油,2022.09,3年或10万公里
广汽传祺,传祺E9 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3da48c68376e4e158a93ba1e44310602~tplv-resize:640:0.png,1842,"[32.98, 38.98]",广汽乘用车,222,中大型MPV,插电式混合动力,2023.05,3年或10万公里
宝骏,云朵,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f7956c20545c4c87ba29f4b30e6caaf9~tplv-resize:640:0.png,1830,"[9.58, 12.38]",上汽通用五菱,223,紧凑型车,纯电动,2023.08,3年或10万公里
星途,星途瑶光,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe5ba41003f242d994ad0722c4a9e34a~tplv-resize:640:0.png,1815,"[14.98, 20.68]",星途,224,中型SUV,汽油,2023.02,3年或10万公里
领克,领克09 EM-P,https://p3-dcd.byteimg.com/img/motor-img/c18c74aaf9f35a350456c20a256fe416~tplv-resize:640:0.png,1798,"[28.79, 34.29]",领克,225,中大型SUV,插电式混合动力,2023.06,5年或10万公里
别克,昂科旗,https://p9-dcd.byteimg.com/img/motor-img/bc901ffc4cc27ad809db884987ea9edc~tplv-resize:640:0.png,1782,"[24.49, 30.49]",上汽通用别克,226,中大型SUV,48V轻混系统,2021.08,3年或10万公里
上汽大通MAXUS,上汽大通MAXUS G50,https://p3-dcd.byteimg.com/img/motor-img/1f8cf3e8aa8da7a93d7fa90a0ed6e5d6~tplv-resize:640:0.png,1781,"[7.88, 14.18]",上汽大通,227,紧凑型MPV,汽油,2023.04,3年或6万公里
比亚迪,比亚迪e2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b8781cd4b8d749f997db471d7ee5b563~tplv-resize:640:0.png,1760,"[10.28, 14.78]",比亚迪,228,紧凑型车,纯电动,2023.05,6年或15万公里
smart,smart精灵#1,https://p9-dcd.byteimg.com/img/motor-img/d3dc084ea15c3a5ddb79094343132daa~tplv-resize:640:0.png,1740,"[17.9, 28.49]",smart,229,小型SUV,纯电动,2023.03,4年或15万公里
长安,长安UNI-K,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9de8acc8f08f4cd1a2304ab38d65fa46~tplv-resize:640:0.png,1723,"[13.39, 17.29]",长安汽车,230,中型SUV,汽油,2023.03,3年或10万公里
SRM鑫源,海狮 EV,https://p3-dcd.byteimg.com/img/motor-img/0a74400a76f63118d3640c7b6367eeb0~tplv-resize:640:0.png,1704,"[14.48, 14.68]",鑫源汽车新能源,231,微面,纯电动,2021.03,3年或6万公里
凯迪拉克,凯迪拉克XT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a4bbf84f21a4ef991576b8619a433a1~tplv-resize:640:0.png,1689,"[20.97, 25.67]",上汽通用凯迪拉克,232,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
大众,ID.4 X,https://p3-dcd.byteimg.com/img/motor-img/f48fa054209fa14a777a8a7b615a852f~tplv-resize:640:0.png,1665,"[15.99, 24.74]",上汽大众,233,紧凑型SUV,纯电动,2023.04,3年或10万公里
极氪,ZEEKR 009,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ebd486b72aae4e8a8607707a709a8121~tplv-resize:640:0.png,1648,"[49.9, 58.8]",极氪,234,中大型MPV,纯电动,2022.11,4年或10万公里
哪吒汽车,哪吒S,https://p3-dcd.byteimg.com/img/motor-img/7d0526da99f43d18ef6a7b56a6e83060~tplv-resize:640:0.png,1618,"[15.98, 34.18]",合众汽车,235,中大型车,增程式,2023.07,4年或12万公里
大运,悦虎,https://p9-dcd.byteimg.com/img/motor-img/734908e2eb6373bc7e736fae703e25f6~tplv-resize:640:0.png,1601,"[5.68, 8.58]",大运汽车,236,小型SUV,纯电动,2023.06,3年或12万公里
雪佛兰,探界者,https://p3-dcd.byteimg.com/img/motor-img/d0cade284d533a6e482e19d58e728e01~tplv-resize:640:0.png,1600,"[12.19, 19.19]",上汽通用雪佛兰,237,中型SUV,汽油,2023.05,3年或10万公里
长安,长安CS35 PLUS,https://p3-dcd.byteimg.com/img/motor-img/810127c3c51f072dd2ea70a1a5aa09db~tplv-resize:640:0.png,1584,"[5.49, 9.49]",长安汽车,238,小型SUV,汽油,2023.04,3年或10万公里
奔驰,奔驰V级,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bb1047767b9e4323bf91566259a5cb03~tplv-resize:640:0.png,1535,"[42.88, 59.68]",福建奔驰,239,中大型MPV,汽油,2022.12,3年或6万公里
奔驰,威霆,https://p9-dcd.byteimg.com/img/motor-img/99be7e56fcde356fb22ec554e1edd23f~tplv-resize:640:0.png,1533,"[28.88, 34.98]",福建奔驰,240,中大型MPV,汽油,2023.05,3年或6万公里
